Age,Department,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
27,Research & Development,Life Sciences,725,Female,68,Manufacturing Director,7412,6009,1,No,11,3,0,9,9,7,0
32,Research & Development,Life Sciences,727,Female,39,Research Director,11159,19373,3,No,15,3,0,10,7,7,7
47,Sales,Marketing,728,Male,42,Sales Executive,4960,11825,2,No,12,3,0,20,7,7,1
40,Sales,Life Sciences,729,Male,48,Sales Executive,10475,23772,5,Yes,21,4,1,20,18,13,1
53,Research & Development,Life Sciences,730,Male,59,Research Director,14814,13514,3,No,19,3,0,32,5,1,1
41,Human Resources,Human Resources,731,Male,73,Manager,19141,8861,3,No,15,3,3,23,21,6,12
60,Sales,Marketing,732,Male,84,Sales Executive,5405,11924,8,No,14,3,0,10,2,2,2
27,Research & Development,Life Sciences,733,Male,32,Manufacturing Director,8793,4809,1,No,21,4,2,9,9,7,1
41,Human Resources,Human Resources,734,Male,59,Manager,19189,19562,1,No,12,3,1,22,22,7,2
50,Sales,Marketing,738,Male,54,Sales Representative,3875,9983,7,No,15,3,1,4,2,2,2
28,Research & Development,Life Sciences,741,Female,67,Research Scientist,2216,3872,7,Yes,13,3,0,10,7,7,3
36,Research & Development,Life Sciences,742,Female,63,Research Director,11713,20335,9,No,14,3,1,10,8,7,0
38,Research & Development,Life Sciences,743,Female,81,Manufacturing Director,7861,15397,4,Yes,14,3,0,10,1,0,0
44,Research & Development,Medical,744,Male,49,Laboratory Technician,3708,2104,2,No,14,3,0,9,5,2,1
47,Sales,Medical,746,Female,49,Sales Executive,13770,10225,9,Yes,12,3,2,28,22,2,11
30,Sales,Marketing,747,Male,99,Sales Executive,5304,25275,7,No,23,4,1,10,8,7,7
29,Sales,Life Sciences,749,Male,99,Sales Representative,2642,2755,1,No,11,3,0,1,1,0,0
42,Research & Development,Medical,752,Male,57,Research Scientist,2759,20366,6,Yes,12,3,0,7,2,2,2
43,Sales,Life Sciences,754,Male,47,Sales Executive,6804,23683,3,No,18,3,1,7,2,2,2
34,Research & Development,Medical,757,Female,96,Healthcare Representative,6142,7360,3,No,11,3,0,10,5,1,4
23,Research & Development,Medical,758,Male,37,Laboratory Technician,2500,4344,1,No,14,3,1,5,4,3,0
39,Human Resources,Human Resources,760,Female,44,Human Resources,6389,18767,9,No,15,3,1,12,8,3,3
56,Research & Development,Medical,762,Male,81,Healthcare Representative,11103,20420,7,No,11,3,0,30,10,7,1
40,Research & Development,Medical,763,Female,86,Research Scientist,2342,22929,0,Yes,20,4,0,5,4,2,2
27,Research & Development,Medical,764,Female,55,Healthcare Representative,6811,23398,8,No,19,3,0,9,7,6,0
29,Sales,Marketing,766,Male,83,Sales Representative,2297,17967,1,No,14,3,2,2,2,2,2
53,Research & Development,Life Sciences,769,Male,86,Laboratory Technician,2450,10919,2,No,17,3,0,19,2,2,2
35,Research & Development,Life Sciences,771,Female,61,Healthcare Representative,5093,4761,2,No,11,3,1,16,1,0,0
32,Research & Development,Life Sciences,772,Male,80,Laboratory Technician,5309,21146,1,No,15,3,2,10,10,8,4
38,Research & Development,Medical,773,Male,92,Research Scientist,3057,20471,6,Yes,13,3,1,6,1,0,0
34,Research & Development,Life Sciences,775,Female,32,Manufacturing Director,5121,4187,3,No,14,3,1,7,0,0,0
52,Sales,Marketing,776,Male,31,Manager,16856,10084,1,No,11,3,0,34,34,6,1
33,Research & Development,Other,780,Male,63,Research Scientist,2686,5207,1,Yes,13,3,0,10,10,9,7
25,Sales,Medical,781,Female,32,Sales Executive,6180,22807,1,No,23,4,0,6,6,5,1
45,Sales,Technical Degree,783,Male,46,Sales Representative,6632,12388,0,No,13,3,0,9,8,7,3
23,Research & Development,Medical,784,Male,79,Research Scientist,3505,19630,1,No,18,3,0,2,2,2,0
47,Sales,Life Sciences,785,Female,77,Sales Executive,6397,10339,4,Yes,12,3,0,8,5,4,1
34,Sales,Other,786,Male,60,Sales Executive,6274,18686,1,No,22,4,0,6,6,5,1
55,Research & Development,Medical,787,Male,78,Manager,19859,21199,5,Yes,13,3,1,24,5,2,1
36,Sales,Life Sciences,789,Male,76,Sales Executive,7587,14229,1,No,15,3,0,10,10,7,0
52,Research & Development,Medical,791,Male,41,Research Scientist,4258,26589,0,No,18,3,1,5,4,3,1
26,Research & Development,Life Sciences,792,Female,71,Laboratory Technician,4364,5288,3,No,14,3,1,5,2,2,2
29,Research & Development,Medical,793,Female,66,Healthcare Representative,4335,25549,4,No,12,3,1,11,8,7,1
26,Sales,Technical Degree,796,Male,38,Sales Executive,5326,3064,6,No,17,3,0,6,4,3,1
34,Research & Development,Life Sciences,797,Female,72,Research Scientist,3280,13551,2,No,16,3,0,10,4,2,1
54,Research & Development,Medical,799,Female,95,Manufacturing Director,5485,22670,9,Yes,11,3,2,9,5,3,1
27,Sales,Marketing,800,Male,84,Sales Executive,4342,24008,0,No,19,3,1,5,4,2,1
37,Research & Development,Life Sciences,802,Female,82,Research Scientist,2782,19905,0,Yes,13,3,2,6,5,3,4
38,Research & Development,Life Sciences,803,Female,75,Manufacturing Director,5980,26085,6,Yes,12,3,0,17,15,7,4
34,Research & Development,Medical,804,Female,86,Research Scientist,4381,7530,1,No,11,3,0,6,6,5,1
35,Sales,Life Sciences,805,Female,72,Sales Representative,2572,20317,1,No,16,3,1,3,3,2,0
30,Research & Development,Life Sciences,806,Male,38,Laboratory Technician,3833,24375,3,No,21,4,2,7,2,2,0
40,Research & Development,Medical,807,Female,38,Healthcare Representative,4244,9931,1,No,24,4,1,8,8,7,3
34,Sales,Life Sciences,808,Female,93,Sales Executive,6500,13305,5,No,17,3,1,6,3,2,1
42,Research & Development,Life Sciences,809,Male,66,Manager,18430,16225,1,No,13,3,1,24,24,7,14
23,Research & Development,Life Sciences,811,Male,63,Laboratory Technician,1601,3445,1,Yes,21,4,2,1,0,0,0
24,Research & Development,Life Sciences,812,Male,60,Laboratory Technician,2694,26551,1,No,11,3,3,1,1,0,0
52,Research & Development,Life Sciences,813,Female,82,Laboratory Technician,3149,21821,8,No,20,4,1,9,5,2,1
50,Research & Development,Medical,815,Male,64,Research Director,17639,6881,5,No,16,3,0,30,4,3,0
29,Research & Development,Life Sciences,816,Female,36,Laboratory Technician,2319,6689,1,Yes,11,3,1,1,1,0,0
33,Research & Development,Medical,817,Male,49,Research Director,11691,25995,0,No,11,3,0,14,13,9,3
33,Sales,Marketing,819,Female,69,Sales Executive,5324,26507,5,No,15,3,0,6,3,2,0
47,Research & Development,Other,820,Female,33,Manager,16752,12982,1,Yes,11,3,1,26,26,14,3
36,Research & Development,Other,823,Female,35,Manufacturing Director,5228,23361,0,No,15,3,1,10,9,7,0
29,Research & Development,Life Sciences,824,Male,81,Research Scientist,2700,23779,1,No,24,4,1,10,10,7,0
58,Research & Development,Life Sciences,825,Male,31,Research Director,19246,25761,7,Yes,12,3,0,40,31,15,13
35,Research & Development,Life Sciences,826,Female,40,Research Scientist,2506,13301,3,No,13,3,0,7,2,2,2
42,Research & Development,Life Sciences,827,Female,43,Manufacturing Director,6062,4051,9,Yes,13,3,1,8,4,3,0
28,Research & Development,Medical,828,Male,46,Research Scientist,4382,16374,6,No,17,3,0,5,2,2,2
36,Human Resources,Human Resources,829,Male,36,Human Resources,2143,25527,4,No,13,3,1,8,5,2,0
32,Research & Development,Life Sciences,830,Female,98,Manufacturing Director,6162,19124,1,No,12,3,1,14,14,13,6
40,Research & Development,Medical,832,Male,51,Laboratory Technician,5094,11983,6,No,14,3,0,10,1,0,0
30,Research & Development,Medical,833,Female,52,Manufacturing Director,6877,20234,5,Yes,24,4,0,12,0,0,0
45,Research & Development,Life Sciences,834,Female,95,Research Scientist,2274,6153,1,No,14,3,0,1,1,0,0
42,Research & Development,Life Sciences,836,Male,98,Manufacturing Director,4434,11806,1,No,13,3,1,10,9,8,7
38,Research & Development,Life Sciences,837,Male,45,Healthcare Representative,6288,4284,2,No,15,3,1,13,4,3,1
34,Research & Development,Life Sciences,838,Female,100,Research Scientist,2553,8306,1,No,16,3,0,6,5,2,1
49,Sales,Marketing,840,Female,43,Sales Executive,7654,5860,1,No,18,3,2,9,9,8,7
55,Sales,Medical,842,Male,37,Sales Executive,5160,21519,4,No,16,3,0,12,9,7,7
43,Research & Development,Life Sciences,843,Male,94,Research Director,17159,5200,6,No,24,4,1,22,4,1,1
27,Research & Development,Technical Degree,844,Male,42,Research Director,12808,8842,1,Yes,16,3,1,9,9,8,0
35,Research & Development,Other,845,Male,59,Manufacturing Director,10221,18869,3,No,21,4,0,17,8,5,1
28,Sales,Marketing,846,Female,81,Sales Executive,4779,3698,1,Yes,20,4,0,8,8,7,7
34,Human Resources,Human Resources,847,Male,88,Human Resources,3737,2243,0,No,19,3,1,4,3,2,0
26,Research & Development,Medical,848,Female,88,Research Scientist,2366,20898,1,Yes,14,3,1,8,8,7,1
27,Research & Development,Medical,850,Male,50,Research Scientist,1706,16571,1,No,11,3,3,0,0,0,0
51,Sales,Marketing,851,Female,66,Manager,16307,5594,2,No,14,3,1,29,20,6,4
44,Research & Development,Medical,852,Male,50,Healthcare Representative,5933,5197,9,No,12,3,0,10,5,2,2
25,Research & Development,Medical,854,Male,65,Research Scientist,3424,21632,7,No,13,3,0,6,4,3,0
33,Sales,Medical,855,Male,48,Sales Executive,4037,21816,1,No,22,4,1,9,9,8,0
35,Research & Development,Medical,856,Female,53,Research Scientist,2559,17852,1,No,11,3,0,6,6,5,1
36,Sales,Life Sciences,857,Male,56,Sales Executive,6201,2823,1,Yes,14,3,1,18,18,14,4
32,Sales,Life Sciences,859,Male,73,Sales Executive,4403,9250,2,No,11,3,1,8,5,2,0
30,Research & Development,Life Sciences,861,Male,75,Research Scientist,3761,2373,9,No,12,3,1,10,5,4,0
53,Sales,Marketing,862,Female,78,Sales Executive,10934,20715,7,Yes,18,3,1,35,5,2,0
45,Sales,Marketing,864,Male,74,Sales Executive,10761,19239,4,Yes,12,3,1,18,5,4,0
32,Research & Development,Medical,865,Female,91,Research Scientist,5175,22162,5,No,12,3,1,9,5,3,1
52,Research & Development,Medical,867,Female,81,Manufacturing Director,13826,19028,3,No,22,4,0,31,9,8,0
37,Sales,Marketing,868,Male,66,Sales Executive,6334,24558,4,No,19,3,2,9,1,0,0
28,Human Resources,Medical,869,Male,63,Human Resources,4936,23965,1,No,13,3,1,6,5,1,0
22,Research & Development,Life Sciences,872,Male,33,Manufacturing Director,4775,19146,6,No,22,4,2,4,2,2,2
44,Research & Development,Life Sciences,874,Male,62,Laboratory Technician,2818,5044,2,Yes,24,4,1,10,3,2,0
42,Research & Development,Medical,875,Male,35,Research Scientist,2515,9068,5,Yes,14,3,0,8,2,1,2
36,Human Resources,Life Sciences,878,Male,77,Human Resources,2342,8635,0,No,21,4,0,6,5,4,0
25,Sales,Other,879,Male,98,Sales Executive,4194,14363,1,Yes,18,3,0,5,5,3,0
35,Research & Development,Life Sciences,880,Female,66,Manufacturing Director,10685,23457,1,Yes,20,4,1,17,17,14,5
35,Research & Development,Life Sciences,881,Female,96,Research Scientist,2022,16612,1,Yes,19,3,1,10,10,2,7
32,Research & Development,Life Sciences,882,Male,61,Laboratory Technician,2314,9148,0,No,12,3,1,4,3,0,0
25,Sales,Marketing,885,Male,87,Sales Executive,4256,18154,1,No,12,3,0,5,5,2,0
49,Research & Development,Technical Degree,887,Female,36,Research Scientist,3580,10554,2,No,16,3,1,7,4,2,0
24,Research & Development,Life Sciences,888,Male,46,Laboratory Technician,3162,10778,0,No,17,3,0,6,5,2,3
32,Sales,Life Sciences,889,Male,48,Sales Executive,6524,8891,1,No,14,3,1,10,10,8,5
38,Sales,Marketing,893,Male,98,Sales Representative,2899,12102,0,No,19,3,1,3,2,2,1
42,Research & Development,Life Sciences,894,Female,95,Laboratory Technician,5231,23726,2,Yes,13,3,1,17,5,3,1
31,Research & Development,Life Sciences,895,Male,48,Research Scientist,2356,14871,3,Yes,19,3,1,8,6,4,0
29,Sales,Medical,896,Female,48,Sales Representative,2800,23522,6,Yes,19,3,3,5,3,2,0
53,Sales,Marketing,897,Male,73,Sales Executive,11836,22789,5,No,14,3,1,28,2,0,2
35,Research & Development,Technical Degree,899,Male,78,Manufacturing Director,10903,9129,3,No,16,3,0,16,13,10,4
37,Sales,Medical,900,Female,54,Sales Representative,2973,21222,5,No,15,3,1,10,5,4,0
53,Research & Development,Life Sciences,901,Female,72,Research Director,14275,20206,6,No,18,3,0,33,12,9,3
43,Research & Development,Life Sciences,902,Female,33,Healthcare Representative,5562,21782,4,No,13,3,1,12,5,2,2
47,Sales,Marketing,903,Female,35,Sales Executive,4537,17783,0,Yes,22,4,1,8,7,6,7
37,Sales,Medical,904,Male,32,Sales Executive,7642,4814,1,Yes,13,3,0,10,10,0,0
50,Research & Development,Life Sciences,905,Male,98,Manager,17924,4544,1,No,11,3,1,31,31,6,14
39,Human Resources,Life Sciences,909,Female,42,Human Resources,5204,7790,8,No,11,3,2,13,5,4,0
33,Human Resources,Human Resources,910,Male,57,Human Resources,2277,22650,3,Yes,11,3,1,7,4,3,0
32,Research & Development,Life Sciences,911,Male,87,Laboratory Technician,2795,18016,1,Yes,24,4,0,1,1,0,0
29,Research & Development,Medical,912,Female,62,Laboratory Technician,2532,6054,6,No,14,3,3,8,4,3,0
44,Research & Development,Life Sciences,913,Male,61,Research Scientist,2559,7508,1,Yes,13,3,0,8,8,7,7
28,Sales,Medical,916,Male,98,Sales Executive,4908,24252,1,No,14,3,0,4,4,2,0
58,Research & Development,Life Sciences,918,Male,57,Laboratory Technician,2380,13384,9,Yes,14,3,1,3,1,0,0
43,Research & Development,Life Sciences,920,Female,55,Manufacturing Director,4765,23814,4,No,21,4,1,4,1,0,0
20,Sales,Medical,922,Female,49,Sales Representative,2044,22052,1,No,13,3,0,2,2,2,0
21,Research & Development,Other,923,Female,65,Research Scientist,2693,8870,1,No,19,3,0,1,1,0,0
36,Research & Development,Life Sciences,924,Male,68,Healthcare Representative,6586,4821,0,Yes,17,3,1,17,16,8,4
47,Sales,Life Sciences,925,Female,65,Sales Representative,3294,13137,1,Yes,18,3,0,3,3,2,1
22,Research & Development,Life Sciences,926,Female,34,Manufacturing Director,4171,10022,0,Yes,19,3,1,4,3,2,0
41,Research & Development,Life Sciences,927,Female,57,Laboratory Technician,2778,17725,4,Yes,13,3,1,10,7,7,1
28,Research & Development,Medical,930,Female,77,Research Scientist,2377,9834,5,No,18,3,1,6,2,2,2
39,Research & Development,Medical,932,Male,70,Laboratory Technician,2404,4303,7,Yes,21,4,0,8,2,2,2
27,Research & Development,Life Sciences,933,Female,76,Research Scientist,2318,17808,1,No,19,3,0,1,1,1,0
34,Research & Development,Life Sciences,934,Male,83,Laboratory Technician,2008,6896,1,No,14,3,2,1,1,0,1
42,Sales,Medical,936,Female,68,Sales Executive,6244,7824,7,No,17,3,0,10,5,4,0
33,Research & Development,Other,939,Male,100,Research Scientist,2799,3339,3,Yes,11,3,0,6,3,2,0
58,Research & Development,Technical Degree,940,Female,37,Healthcare Representative,10552,9255,2,Yes,13,3,1,24,6,0,0
31,Sales,Life Sciences,941,Male,41,Sales Representative,2329,11737,3,No,15,3,0,13,7,7,5
35,Research & Development,Life Sciences,942,Female,51,Healthcare Representative,4014,19170,1,Yes,25,4,1,10,10,6,0
49,Research & Development,Other,944,Female,51,Laboratory Technician,7403,22477,4,No,11,3,1,29,26,9,1
48,Research & Development,Medical,945,Male,51,Research Scientist,2259,5543,4,No,17,3,2,13,0,0,0
31,Sales,Marketing,947,Female,45,Sales Executive,6932,24406,1,No,13,3,1,9,9,8,0
36,Research & Development,Other,949,Male,65,Research Scientist,4678,23293,2,No,18,3,0,8,6,2,0
38,Research & Development,Technical Degree,950,Female,80,Research Director,13582,16292,1,No,13,3,1,15,15,12,5
32,Research & Development,Life Sciences,951,Female,70,Laboratory Technician,2332,3974,6,No,20,4,0,5,3,0,0
25,Sales,Marketing,952,Male,36,Sales Representative,2413,18798,1,Yes,18,3,3,1,1,0,0
40,Sales,Marketing,954,Male,67,Sales Executive,9705,20652,2,No,12,3,1,11,1,0,0
26,Sales,Medical,956,Male,52,Sales Executive,4294,11148,1,No,12,3,0,7,7,7,0
41,Research & Development,Medical,957,Male,59,Laboratory Technician,4721,3119,2,Yes,13,3,0,20,18,13,2
36,Research & Development,Medical,958,Male,79,Laboratory Technician,2519,12287,4,No,21,4,0,16,11,8,3
19,Sales,Other,959,Male,37,Sales Representative,2121,9947,1,Yes,13,3,0,1,1,0,0
20,Research & Development,Technical Degree,960,Male,84,Laboratory Technician,2973,13008,1,No,19,3,0,1,1,0,0
31,Research & Development,Medical,961,Female,41,Healthcare Representative,5855,17369,0,Yes,11,3,2,10,9,7,8
40,Research & Development,Medical,964,Male,35,Research Scientist,3617,25063,8,Yes,14,3,1,3,1,1,0
32,Research & Development,Medical,966,Female,93,Manufacturing Director,6725,13554,1,No,12,3,1,8,8,7,6
36,Sales,Life Sciences,967,Male,51,Sales Executive,10325,5518,1,Yes,11,3,1,16,16,7,3
33,Research & Development,Life Sciences,969,Female,42,Healthcare Representative,6949,12291,0,No,14,3,0,6,5,0,1
37,Sales,Life Sciences,970,Male,46,Sales Executive,10609,14922,5,No,11,3,0,17,14,1,11
45,Research & Development,Life Sciences,972,Male,57,Laboratory Technician,4447,23163,1,No,12,3,0,9,9,7,0
29,Sales,Technical Degree,974,Female,84,Sales Representative,2157,18203,1,No,15,3,1,3,3,1,0
35,Sales,Medical,975,Female,86,Sales Executive,4601,6179,1,No,16,3,0,5,5,2,1
52,Research & Development,Life Sciences,976,Male,70,Manager,17099,13829,2,No,15,3,1,26,9,8,7
58,Research & Development,Technical Degree,977,Male,51,Research Scientist,2479,26227,4,No,24,4,0,7,1,0,0
53,Sales,Medical,981,Male,45,Manager,14852,13938,6,No,13,3,1,22,17,13,15
30,Sales,Other,982,Male,62,Sales Executive,7264,9977,5,No,11,3,1,10,8,4,7
38,Sales,Technical Degree,983,Female,85,Sales Executive,5666,19899,1,Yes,13,3,0,6,5,3,1
35,Sales,Life Sciences,984,Male,92,Sales Executive,7823,6812,6,No,13,3,1,12,10,9,0
39,Sales,Life Sciences,985,Male,41,Sales Executive,7880,2560,0,No,18,3,0,9,8,7,0
40,Sales,Life Sciences,986,Female,100,Sales Executive,13194,17071,4,Yes,16,3,0,22,1,0,0
47,Research & Development,Medical,987,Male,64,Manufacturing Director,5067,6759,1,Yes,19,3,0,20,19,10,2
36,Sales,Technical Degree,990,Male,84,Sales Executive,5079,25952,4,No,13,3,2,12,7,7,0
31,Research & Development,Medical,991,Male,46,Research Scientist,2321,10322,0,Yes,22,4,0,4,3,2,1
33,Sales,Life Sciences,992,Male,38,Manager,17444,20489,1,No,11,3,0,10,10,8,6
29,Research & Development,Life Sciences,994,Female,92,Research Scientist,2404,11479,6,Yes,20,4,0,3,0,0,0
33,Research & Development,Life Sciences,995,Female,53,Research Scientist,3452,17241,3,No,18,3,0,5,3,2,0
45,Research & Development,Medical,996,Female,91,Laboratory Technician,2270,11005,3,No,14,3,2,8,5,3,0
50,Research & Development,Medical,997,Male,66,Research Director,17399,6615,9,No,22,4,1,32,5,4,1
33,Research & Development,Other,998,Female,84,Healthcare Representative,5488,20161,1,Yes,13,3,1,6,6,5,1
41,Research & Development,Medical,999,Male,64,Research Director,19419,3735,2,No,17,3,1,21,18,16,0
27,Research & Development,Technical Degree,1001,Female,37,Laboratory Technician,2811,12086,9,No,14,3,1,4,2,2,2
45,Research & Development,Life Sciences,1002,Male,42,Laboratory Technician,3633,14039,1,Yes,15,3,1,9,9,8,0
47,Sales,Life Sciences,1003,Female,83,Sales Executive,4163,8571,1,Yes,17,3,0,9,9,0,0
30,Research & Development,Life Sciences,1004,Female,48,Research Scientist,2132,11539,4,Yes,11,3,0,7,5,2,0
50,Research & Development,Life Sciences,1005,Male,95,Manufacturing Director,13973,4161,3,Yes,18,3,1,22,12,11,1
38,Research & Development,Medical,1006,Male,66,Research Scientist,2684,12127,0,No,17,3,1,3,2,1,0
46,Research & Development,Medical,1007,Male,75,Manufacturing Director,10845,24208,6,No,13,3,1,13,8,7,0
24,Research & Development,Medical,1009,Female,41,Manufacturing Director,4377,24117,1,No,15,3,2,5,4,2,3
35,Research & Development,Other,1010,Male,39,Laboratory Technician,3743,10074,1,Yes,24,4,1,5,4,2,0
31,Research & Development,Life Sciences,1011,Female,96,Manufacturing Director,4148,11275,1,No,12,3,1,4,4,3,0
18,Research & Development,Life Sciences,1012,Male,73,Research Scientist,1051,13493,1,No,15,3,0,0,0,0,0
54,Research & Development,Technical Degree,1013,Female,56,Manufacturing Director,10739,13943,8,No,11,3,1,22,10,7,0
35,Research & Development,Medical,1014,Female,57,Healthcare Representative,10388,6975,1,Yes,11,3,1,16,16,10,10
30,Research & Development,Life Sciences,1015,Female,73,Research Director,11416,17802,0,Yes,12,3,3,9,8,7,1
20,Research & Development,Medical,1016,Female,98,Research Scientist,2600,18275,1,Yes,15,3,0,1,1,0,0
30,Research & Development,Medical,1017,Female,60,Laboratory Technician,2422,25725,0,No,17,3,0,4,3,2,1
26,Research & Development,Medical,1018,Male,32,Manufacturing Director,5472,3334,1,No,12,3,0,8,8,7,1
22,Research & Development,Life Sciences,1019,Male,94,Laboratory Technician,2451,6881,1,No,15,3,1,4,4,3,1
48,Research & Development,Life Sciences,1022,Male,97,Healthcare Representative,4240,13119,2,No,13,3,0,19,2,2,2
48,Research & Development,Life Sciences,1024,Male,78,Healthcare Representative,10999,22245,7,No,14,3,0,27,15,11,4
41,Research & Development,Medical,1025,Female,42,Manufacturing Director,5003,23371,6,No,14,3,0,8,2,2,2
39,Research & Development,Life Sciences,1026,Female,65,Manufacturing Director,12742,7060,1,No,16,3,1,21,21,6,11
27,Research & Development,Life Sciences,1027,Female,47,Manufacturing Director,4227,4658,0,No,18,3,1,4,3,2,2
35,Research & Development,Other,1028,Male,45,Laboratory Technician,3917,9541,1,No,20,4,1,3,3,2,1
42,Sales,Marketing,1029,Male,90,Manager,18303,7770,6,No,13,3,0,21,1,0,0
50,Research & Development,Life Sciences,1030,Male,64,Laboratory Technician,2380,20165,4,No,18,3,0,8,1,0,0
59,Research & Development,Life Sciences,1032,Female,69,Manufacturing Director,13726,21829,3,Yes,13,3,0,30,5,3,4
37,Research & Development,Medical,1033,Female,61,Healthcare Representative,4777,14382,5,No,15,3,0,15,1,0,0
55,Research & Development,Medical,1034,Male,62,Healthcare Representative,6385,12992,3,Yes,14,3,2,17,8,7,6
41,Research & Development,Life Sciences,1035,Female,55,Research Director,19973,20284,1,No,22,4,2,21,21,16,5
38,Sales,Life Sciences,1036,Male,42,Sales Executive,6861,4981,8,Yes,12,3,0,19,1,0,0
26,Sales,Medical,1037,Male,79,Sales Executive,4969,21813,8,No,18,3,0,7,2,2,2
52,Sales,Marketing,1038,Female,57,Manager,19845,25846,1,No,15,3,1,33,32,14,6
44,Sales,Medical,1039,Female,53,Sales Executive,13320,11737,3,Yes,18,3,1,23,12,11,11
50,Sales,Life Sciences,1040,Female,95,Sales Executive,6347,24920,0,No,12,3,1,19,18,7,0
36,Research & Development,Life Sciences,1042,Female,43,Laboratory Technician,2743,8269,1,No,16,3,0,18,17,13,15
39,Research & Development,Medical,1043,Female,82,Manufacturing Director,10880,5083,1,Yes,13,3,0,21,21,6,2
33,Sales,Life Sciences,1044,Female,88,Sales Representative,2342,21437,0,No,19,3,0,3,2,2,2
45,Sales,Life Sciences,1045,Female,90,Manager,17650,5404,3,No,13,3,1,26,9,3,1
32,Research & Development,Medical,1046,Female,69,Laboratory Technician,4025,11135,9,No,12,3,0,10,8,7,7
34,Sales,Marketing,1047,Male,75,Sales Executive,9725,12278,0,No,11,3,1,16,15,1,0
59,Sales,Technical Degree,1048,Male,66,Manager,11904,11038,3,Yes,14,3,1,14,6,4,0
45,Human Resources,Medical,1049,Male,36,Human Resources,2177,8318,1,No,16,3,0,6,6,3,0
53,Sales,Marketing,1050,Female,38,Sales Executive,7525,23537,2,No,12,3,1,30,15,7,6
36,Research & Development,Other,1052,Male,81,Laboratory Technician,4834,7858,7,No,14,3,1,9,1,0,0
26,Research & Development,Life Sciences,1053,Male,57,Research Scientist,2042,15346,6,Yes,14,3,1,6,3,2,1
34,Sales,Life Sciences,1055,Female,87,Sales Representative,2220,18410,1,Yes,19,3,1,1,1,1,0
28,Sales,Medical,1056,Male,74,Sales Representative,1052,23384,1,No,22,4,0,1,1,0,0
38,Research & Development,Other,1060,Male,44,Research Scientist,2821,2997,3,No,16,3,1,8,2,2,2
50,Research & Development,Medical,1061,Male,62,Research Director,19237,12853,2,Yes,11,3,1,29,8,1,7
37,Research & Development,Other,1062,Female,35,Healthcare Representative,4107,13848,3,No,15,3,0,8,4,3,0
40,Sales,Marketing,1066,Male,74,Sales Executive,8396,22217,1,No,14,3,1,8,7,7,7
26,Research & Development,Medical,1068,Female,66,Research Scientist,2007,25265,1,No,13,3,2,5,5,3,1
46,Research & Development,Medical,1069,Male,40,Research Director,19627,21445,9,No,17,3,2,23,2,2,2
54,Sales,Life Sciences,1070,Female,41,Sales Executive,10686,8392,6,No,11,3,1,13,9,4,7
56,Research & Development,Medical,1071,Female,63,Research Scientist,2942,12154,2,No,19,3,1,18,5,4,0
36,Research & Development,Medical,1073,Female,51,Manufacturing Director,8858,15669,0,No,11,3,0,15,14,8,7
55,Research & Development,Medical,1074,Male,40,Manager,16756,17323,7,No,15,3,0,31,9,7,6
43,Sales,Medical,1076,Male,79,Sales Executive,10798,5268,5,No,13,3,1,18,1,0,0
20,Sales,Marketing,1077,Female,54,Sales Representative,2323,17205,1,Yes,14,3,0,2,2,2,0
21,Research & Development,Life Sciences,1079,Female,36,Laboratory Technician,1416,17258,1,No,13,3,0,1,1,0,1
46,Research & Development,Life Sciences,1080,Female,74,Research Scientist,4615,21029,8,Yes,23,4,3,19,16,13,1
51,Research & Development,Life Sciences,1081,Male,34,Research Scientist,2461,10332,9,Yes,12,3,3,18,10,0,2
28,Research & Development,Technical Degree,1082,Male,72,Healthcare Representative,8722,12355,1,No,12,3,0,10,10,7,1
26,Research & Development,Medical,1083,Male,59,Laboratory Technician,3955,11141,1,No,16,3,2,6,5,3,1
30,Research & Development,Other,1084,Male,85,Manufacturing Director,9957,9096,0,No,15,3,1,7,6,2,0
41,Research & Development,Technical Degree,1085,Female,43,Research Scientist,3376,18863,1,No,13,3,0,10,10,6,0
38,Research & Development,Life Sciences,1088,Female,65,Healthcare Representative,8823,24608,0,No,18,3,1,20,19,9,1
40,Research & Development,Technical Degree,1092,Male,61,Healthcare Representative,10322,26542,4,No,20,4,1,14,11,10,11
27,Research & Development,Life Sciences,1094,Male,87,Laboratory Technician,4621,5869,1,No,19,3,3,3,3,2,1
55,Research & Development,Life Sciences,1096,Male,65,Manufacturing Director,10976,15813,3,No,18,3,1,23,3,2,1
28,Research & Development,Other,1097,Female,59,Research Scientist,3660,7909,3,No,13,3,0,10,8,7,1
44,Human Resources,Medical,1098,Male,91,Human Resources,10482,2326,9,No,14,3,1,24,20,6,3
33,Research & Development,Life Sciences,1099,Male,34,Healthcare Representative,7119,21214,4,No,15,3,1,9,3,2,1
35,Sales,Technical Degree,1100,Male,86,Sales Executive,9582,10333,0,Yes,22,4,0,9,8,7,4
33,Research & Development,Medical,1101,Female,54,Research Scientist,4508,3129,1,No,22,4,0,14,13,7,3
28,Research & Development,Life Sciences,1102,Male,50,Laboratory Technician,2207,22482,1,No,16,3,1,4,4,2,2
34,Research & Development,Life Sciences,1103,Male,45,Healthcare Representative,7756,22266,0,No,17,3,0,7,6,2,0
